"Y";"Y_L1";"Y_L2";"Y_L3";"Y_L4";"Y_L5";"Y_L6";"Y_L7";"Y_L8";"Y_L9";"Y_L10";"Y_L11"
2,321;2,236;1,959;1,863;1,507;0,815;0,448;0,593;1,105;0,942;1,321;1,478
2,304;2,321;2,236;1,959;1,863;1,507;0,815;0,448;0,593;1,105;0,942;1,321
1,266;2,304;2,321;2,236;1,959;1,863;1,507;0,815;0,448;0,593;1,105;0,942
0,792;1,266;2,304;2,321;2,236;1,959;1,863;1,507;0,815;0,448;0,593;1,105
0,329;0,792;1,266;2,304;2,321;2,236;1,959;1,863;1,507;0,815;0,448;0,593
0,732;0,329;0,792;1,266;2,304;2,321;2,236;1,959;1,863;1,507;0,815;0,448
0,775;0,732;0,329;0,792;1,266;2,304;2,321;2,236;1,959;1,863;1,507;0,815
1,074;0,775;0,732;0,329;0,792;1,266;2,304;2,321;2,236;1,959;1,863;1,507
1,498;1,074;0,775;0,732;0,329;0,792;1,266;2,304;2,321;2,236;1,959;1,863
2,503;1,498;1,074;0,775;0,732;0,329;0,792;1,266;2,304;2,321;2,236;1,959
3,058;2,503;1,498;1,074;0,775;0,732;0,329;0,792;1,266;2,304;2,321;2,236
3,275;3,058;2,503;1,498;1,074;0,775;0,732;0,329;0,792;1,266;2,304;2,321
2,667;3,275;3,058;2,503;1,498;1,074;0,775;0,732;0,329;0,792;1,266;2,304
1,953;2,667;3,275;3,058;2,503;1,498;1,074;0,775;0,732;0,329;0,792;1,266
1,404;1,953;2,667;3,275;3,058;2,503;1,498;1,074;0,775;0,732;0,329;0,792
1,062;1,404;1,953;2,667;3,275;3,058;2,503;1,498;1,074;0,775;0,732;0,329
0,936;1,062;1,404;1,953;2,667;3,275;3,058;2,503;1,498;1,074;0,775;0,732
0,701;0,936;1,062;1,404;1,953;2,667;3,275;3,058;2,503;1,498;1,074;0,775
0,506;0,701;0,936;1,062;1,404;1,953;2,667;3,275;3,058;2,503;1,498;1,074
0,708;0,506;0,701;0,936;1,062;1,404;1,953;2,667;3,275;3,058;2,503;1,498
1,691;0,708;0,506;0,701;0,936;1,062;1,404;1,953;2,667;3,275;3,058;2,503
2,729;1,691;0,708;0,506;0,701;0,936;1,062;1,404;1,953;2,667;3,275;3,058
3,161;2,729;1,691;0,708;0,506;0,701;0,936;1,062;1,404;1,953;2,667;3,275
2,851;3,161;2,729;1,691;0,708;0,506;0,701;0,936;1,062;1,404;1,953;2,667
2,344;2,851;3,161;2,729;1,691;0,708;0,506;0,701;0,936;1,062;1,404;1,953
1,906;2,344;2,851;3,161;2,729;1,691;0,708;0,506;0,701;0,936;1,062;1,404
1,78;1,906;2,344;2,851;3,161;2,729;1,691;0,708;0,506;0,701;0,936;1,062
1,587;1,78;1,906;2,344;2,851;3,161;2,729;1,691;0,708;0,506;0,701;0,936
1,486;1,587;1,78;1,906;2,344;2,851;3,161;2,729;1,691;0,708;0,506;0,701
1,228;1,486;1,587;1,78;1,906;2,344;2,851;3,161;2,729;1,691;0,708;0,506
1,508;1,228;1,486;1,587;1,78;1,906;2,344;2,851;3,161;2,729;1,691;0,708
2,388;1,508;1,228;1,486;1,587;1,78;1,906;2,344;2,851;3,161;2,729;1,691
3,264;2,388;1,508;1,228;1,486;1,587;1,78;1,906;2,344;2,851;3,161;2,729
3,679;3,264;2,388;1,508;1,228;1,486;1,587;1,78;1,906;2,344;2,851;3,161
3,575;3,679;3,264;2,388;1,508;1,228;1,486;1,587;1,78;1,906;2,344;2,851
3,424;3,575;3,679;3,264;2,388;1,508;1,228;1,486;1,587;1,78;1,906;2,344
3,198;3,424;3,575;3,679;3,264;2,388;1,508;1,228;1,486;1,587;1,78;1,906
2,664;3,198;3,424;3,575;3,679;3,264;2,388;1,508;1,228;1,486;1,587;1,78
1,892;2,664;3,198;3,424;3,575;3,679;3,264;2,388;1,508;1,228;1,486;1,587
1,358;1,892;2,664;3,198;3,424;3,575;3,679;3,264;2,388;1,508;1,228;1,486
1,405;1,358;1,892;2,664;3,198;3,424;3,575;3,679;3,264;2,388;1,508;1,228
1,853;1,405;1,358;1,892;2,664;3,198;3,424;3,575;3,679;3,264;2,388;1,508
2,31;1,853;1,405;1,358;1,892;2,664;3,198;3,424;3,575;3,679;3,264;2,388
2,947;2,31;1,853;1,405;1,358;1,892;2,664;3,198;3,424;3,575;3,679;3,264
3,344;2,947;2,31;1,853;1,405;1,358;1,892;2,664;3,198;3,424;3,575;3,679
3,964;3,344;2,947;2,31;1,853;1,405;1,358;1,892;2,664;3,198;3,424;3,575
4,023;3,964;3,344;2,947;2,31;1,853;1,405;1,358;1,892;2,664;3,198;3,424
3,62;4,023;3,964;3,344;2,947;2,31;1,853;1,405;1,358;1,892;2,664;3,198
2,804;3,62;4,023;3,964;3,344;2,947;2,31;1,853;1,405;1,358;1,892;2,664
1,413;2,804;3,62;4,023;3,964;3,344;2,947;2,31;1,853;1,405;1,358;1,892
1,116;1,413;2,804;3,62;4,023;3,964;3,344;2,947;2,31;1,853;1,405;1,358
1,199;1,116;1,413;2,804;3,62;4,023;3,964;3,344;2,947;2,31;1,853;1,405
1,446;1,199;1,116;1,413;2,804;3,62;4,023;3,964;3,344;2,947;2,31;1,853
0,88;1,446;1,199;1,116;1,413;2,804;3,62;4,023;3,964;3,344;2,947;2,31
0,468;0,88;1,446;1,199;1,116;1,413;2,804;3,62;4,023;3,964;3,344;2,947
0,72;0,468;0,88;1,446;1,199;1,116;1,413;2,804;3,62;4,023;3,964;3,344
0,832;0,72;0,468;0,88;1,446;1,199;1,116;1,413;2,804;3,62;4,023;3,964
0,649;0,832;0,72;0,468;0,88;1,446;1,199;1,116;1,413;2,804;3,62;4,023
3,46944695195361e-18;0,649;0,832;0,72;0,468;0,88;1,446;1,199;1,116;1,413;2,804;3,62
-0,337;3,46944695195361e-18;0,649;0,832;0,72;0,468;0,88;1,446;1,199;1,116;1,413;2,804
-0,889;-0,337;3,46944695195361e-18;0,649;0,832;0,72;0,468;0,88;1,446;1,199;1,116;1,413
-0,583;-0,889;-0,337;3,46944695195361e-18;0,649;0,832;0,72;0,468;0,88;1,446;1,199;1,116
-0,114;-0,583;-0,889;-0,337;3,46944695195361e-18;0,649;0,832;0,72;0,468;0,88;1,446;1,199
0,046;-0,114;-0,583;-0,889;-0,337;3,46944695195361e-18;0,649;0,832;0,72;0,468;0,88;1,446
-0,678;0,046;-0,114;-0,583;-0,889;-0,337;3,46944695195361e-18;0,649;0,832;0,72;0,468;0,88
-1,451;-0,678;0,046;-0,114;-0,583;-0,889;-0,337;3,46944695195361e-18;0,649;0,832;0,72;0,468
-1,633;-1,451;-0,678;0,046;-0,114;-0,583;-0,889;-0,337;3,46944695195361e-18;0,649;0,832;0,72
-1,578;-1,633;-1,451;-0,678;0,046;-0,114;-0,583;-0,889;-0,337;3,46944695195361e-18;0,649;0,832
-1,233;-1,578;-1,633;-1,451;-0,678;0,046;-0,114;-0,583;-0,889;-0,337;3,46944695195361e-18;0,649
-1,213;-1,233;-1,578;-1,633;-1,451;-0,678;0,046;-0,114;-0,583;-0,889;-0,337;3,46944695195361e-18
-1,094;-1,213;-1,233;-1,578;-1,633;-1,451;-0,678;0,046;-0,114;-0,583;-0,889;-0,337
-1,281;-1,094;-1,213;-1,233;-1,578;-1,633;-1,451;-0,678;0,046;-0,114;-0,583;-0,889
-1,342;-1,281;-1,094;-1,213;-1,233;-1,578;-1,633;-1,451;-0,678;0,046;-0,114;-0,583
-1,947;-1,342;-1,281;-1,094;-1,213;-1,233;-1,578;-1,633;-1,451;-0,678;0,046;-0,114
-2,688;-1,947;-1,342;-1,281;-1,094;-1,213;-1,233;-1,578;-1,633;-1,451;-0,678;0,046
-4,072;-2,688;-1,947;-1,342;-1,281;-1,094;-1,213;-1,233;-1,578;-1,633;-1,451;-0,678
-4,346;-4,072;-2,688;-1,947;-1,342;-1,281;-1,094;-1,213;-1,233;-1,578;-1,633;-1,451
-4,715;-4,346;-4,072;-2,688;-1,947;-1,342;-1,281;-1,094;-1,213;-1,233;-1,578;-1,633
-4,151;-4,715;-4,346;-4,072;-2,688;-1,947;-1,342;-1,281;-1,094;-1,213;-1,233;-1,578
-3,922;-4,151;-4,715;-4,346;-4,072;-2,688;-1,947;-1,342;-1,281;-1,094;-1,213;-1,233
-2,89;-3,922;-4,151;-4,715;-4,346;-4,072;-2,688;-1,947;-1,342;-1,281;-1,094;-1,213
-2,192;-2,89;-3,922;-4,151;-4,715;-4,346;-4,072;-2,688;-1,947;-1,342;-1,281;-1,094
-2,154;-2,192;-2,89;-3,922;-4,151;-4,715;-4,346;-4,072;-2,688;-1,947;-1,342;-1,281
-2,58;-2,154;-2,192;-2,89;-3,922;-4,151;-4,715;-4,346;-4,072;-2,688;-1,947;-1,342
-2,761;-2,58;-2,154;-2,192;-2,89;-3,922;-4,151;-4,715;-4,346;-4,072;-2,688;-1,947
-3,282;-2,761;-2,58;-2,154;-2,192;-2,89;-3,922;-4,151;-4,715;-4,346;-4,072;-2,688
-3,374;-3,282;-2,761;-2,58;-2,154;-2,192;-2,89;-3,922;-4,151;-4,715;-4,346;-4,072
-3,359;-3,374;-3,282;-2,761;-2,58;-2,154;-2,192;-2,89;-3,922;-4,151;-4,715;-4,346
-3,552;-3,359;-3,374;-3,282;-2,761;-2,58;-2,154;-2,192;-2,89;-3,922;-4,151;-4,715
-4,621;-3,552;-3,359;-3,374;-3,282;-2,761;-2,58;-2,154;-2,192;-2,89;-3,922;-4,151
-5,199;-4,621;-3,552;-3,359;-3,374;-3,282;-2,761;-2,58;-2,154;-2,192;-2,89;-3,922
-4,114;-5,199;-4,621;-3,552;-3,359;-3,374;-3,282;-2,761;-2,58;-2,154;-2,192;-2,89
-1,845;-4,114;-5,199;-4,621;-3,552;-3,359;-3,374;-3,282;-2,761;-2,58;-2,154;-2,192
0,236;-1,845;-4,114;-5,199;-4,621;-3,552;-3,359;-3,374;-3,282;-2,761;-2,58;-2,154
1,377;0,236;-1,845;-4,114;-5,199;-4,621;-3,552;-3,359;-3,374;-3,282;-2,761;-2,58
1,85;1,377;0,236;-1,845;-4,114;-5,199;-4,621;-3,552;-3,359;-3,374;-3,282;-2,761
0,778;1,85;1,377;0,236;-1,845;-4,114;-5,199;-4,621;-3,552;-3,359;-3,374;-3,282
-0,577;0,778;1,85;1,377;0,236;-1,845;-4,114;-5,199;-4,621;-3,552;-3,359;-3,374
-2,276;-0,577;0,778;1,85;1,377;0,236;-1,845;-4,114;-5,199;-4,621;-3,552;-3,359
-2,617;-2,276;-0,577;0,778;1,85;1,377;0,236;-1,845;-4,114;-5,199;-4,621;-3,552
-2,685;-2,617;-2,276;-0,577;0,778;1,85;1,377;0,236;-1,845;-4,114;-5,199;-4,621
-2,966;-2,685;-2,617;-2,276;-0,577;0,778;1,85;1,377;0,236;-1,845;-4,114;-5,199
-3,63;-2,966;-2,685;-2,617;-2,276;-0,577;0,778;1,85;1,377;0,236;-1,845;-4,114
-2,471;-3,63;-2,966;-2,685;-2,617;-2,276;-0,577;0,778;1,85;1,377;0,236;-1,845
0,0820000000000001;-2,471;-3,63;-2,966;-2,685;-2,617;-2,276;-0,577;0,778;1,85;1,377;0,236
2,518;0,0820000000000001;-2,471;-3,63;-2,966;-2,685;-2,617;-2,276;-0,577;0,778;1,85;1,377
2,775;2,518;0,0820000000000001;-2,471;-3,63;-2,966;-2,685;-2,617;-2,276;-0,577;0,778;1,85
1,4;2,775;2,518;0,0820000000000001;-2,471;-3,63;-2,966;-2,685;-2,617;-2,276;-0,577;0,778
-0,597;1,4;2,775;2,518;0,0820000000000001;-2,471;-3,63;-2,966;-2,685;-2,617;-2,276;-0,577
-2,439;-0,597;1,4;2,775;2,518;0,0820000000000001;-2,471;-3,63;-2,966;-2,685;-2,617;-2,276
-3,604;-2,439;-0,597;1,4;2,775;2,518;0,0820000000000001;-2,471;-3,63;-2,966;-2,685;-2,617
-3,812;-3,604;-2,439;-0,597;1,4;2,775;2,518;0,0820000000000001;-2,471;-3,63;-2,966;-2,685
-3,529;-3,812;-3,604;-2,439;-0,597;1,4;2,775;2,518;0,0820000000000001;-2,471;-3,63;-2,966
-3,62;-3,529;-3,812;-3,604;-2,439;-0,597;1,4;2,775;2,518;0,0820000000000001;-2,471;-3,63
-3,722;-3,62;-3,529;-3,812;-3,604;-2,439;-0,597;1,4;2,775;2,518;0,0820000000000001;-2,471
-3,021;-3,722;-3,62;-3,529;-3,812;-3,604;-2,439;-0,597;1,4;2,775;2,518;0,0820000000000001
-1,019;-3,021;-3,722;-3,62;-3,529;-3,812;-3,604;-2,439;-0,597;1,4;2,775;2,518
0,992;-1,019;-3,021;-3,722;-3,62;-3,529;-3,812;-3,604;-2,439;-0,597;1,4;2,775
2,263;0,992;-1,019;-3,021;-3,722;-3,62;-3,529;-3,812;-3,604;-2,439;-0,597;1,4
1,806;2,263;0,992;-1,019;-3,021;-3,722;-3,62;-3,529;-3,812;-3,604;-2,439;-0,597
0,388;1,806;2,263;0,992;-1,019;-3,021;-3,722;-3,62;-3,529;-3,812;-3,604;-2,439
-1,807;0,388;1,806;2,263;0,992;-1,019;-3,021;-3,722;-3,62;-3,529;-3,812;-3,604
-3,181;-1,807;0,388;1,806;2,263;0,992;-1,019;-3,021;-3,722;-3,62;-3,529;-3,812
-4,028;-3,181;-1,807;0,388;1,806;2,263;0,992;-1,019;-3,021;-3,722;-3,62;-3,529
-3,898;-4,028;-3,181;-1,807;0,388;1,806;2,263;0,992;-1,019;-3,021;-3,722;-3,62
-3,716;-3,898;-4,028;-3,181;-1,807;0,388;1,806;2,263;0,992;-1,019;-3,021;-3,722
-2,591;-3,716;-3,898;-4,028;-3,181;-1,807;0,388;1,806;2,263;0,992;-1,019;-3,021
-0,236;-2,591;-3,716;-3,898;-4,028;-3,181;-1,807;0,388;1,806;2,263;0,992;-1,019
2,617;-0,236;-2,591;-3,716;-3,898;-4,028;-3,181;-1,807;0,388;1,806;2,263;0,992
4,921;2,617;-0,236;-2,591;-3,716;-3,898;-4,028;-3,181;-1,807;0,388;1,806;2,263
5,266;4,921;2,617;-0,236;-2,591;-3,716;-3,898;-4,028;-3,181;-1,807;0,388;1,806
4,232;5,266;4,921;2,617;-0,236;-2,591;-3,716;-3,898;-4,028;-3,181;-1,807;0,388
2,234;4,232;5,266;4,921;2,617;-0,236;-2,591;-3,716;-3,898;-4,028;-3,181;-1,807
0,15;2,234;4,232;5,266;4,921;2,617;-0,236;-2,591;-3,716;-3,898;-4,028;-3,181
-1,152;0,15;2,234;4,232;5,266;4,921;2,617;-0,236;-2,591;-3,716;-3,898;-4,028
-1,046;-1,152;0,15;2,234;4,232;5,266;4,921;2,617;-0,236;-2,591;-3,716;-3,898
-0,551;-1,046;-1,152;0,15;2,234;4,232;5,266;4,921;2,617;-0,236;-2,591;-3,716
0,13;-0,551;-1,046;-1,152;0,15;2,234;4,232;5,266;4,921;2,617;-0,236;-2,591
0,288;0,13;-0,551;-1,046;-1,152;0,15;2,234;4,232;5,266;4,921;2,617;-0,236
2,378;0,288;0,13;-0,551;-1,046;-1,152;0,15;2,234;4,232;5,266;4,921;2,617
4,355;2,378;0,288;0,13;-0,551;-1,046;-1,152;0,15;2,234;4,232;5,266;4,921
5,967;4,355;2,378;0,288;0,13;-0,551;-1,046;-1,152;0,15;2,234;4,232;5,266
5,365;5,967;4,355;2,378;0,288;0,13;-0,551;-1,046;-1,152;0,15;2,234;4,232
4,331;5,365;5,967;4,355;2,378;0,288;0,13;-0,551;-1,046;-1,152;0,15;2,234
3,042;4,331;5,365;5,967;4,355;2,378;0,288;0,13;-0,551;-1,046;-1,152;0,15
1,736;3,042;4,331;5,365;5,967;4,355;2,378;0,288;0,13;-0,551;-1,046;-1,152
0,434;1,736;3,042;4,331;5,365;5,967;4,355;2,378;0,288;0,13;-0,551;-1,046
-0,388;0,434;1,736;3,042;4,331;5,365;5,967;4,355;2,378;0,288;0,13;-0,551
-0,773;-0,388;0,434;1,736;3,042;4,331;5,365;5,967;4,355;2,378;0,288;0,13
-0,661;-0,773;-0,388;0,434;1,736;3,042;4,331;5,365;5,967;4,355;2,378;0,288
-0,125;-0,661;-0,773;-0,388;0,434;1,736;3,042;4,331;5,365;5,967;4,355;2,378
0,746;-0,125;-0,661;-0,773;-0,388;0,434;1,736;3,042;4,331;5,365;5,967;4,355
1,782;0,746;-0,125;-0,661;-0,773;-0,388;0,434;1,736;3,042;4,331;5,365;5,967
2,397;1,782;0,746;-0,125;-0,661;-0,773;-0,388;0,434;1,736;3,042;4,331;5,365
2,587;2,397;1,782;0,746;-0,125;-0,661;-0,773;-0,388;0,434;1,736;3,042;4,331
2,086;2,587;2,397;1,782;0,746;-0,125;-0,661;-0,773;-0,388;0,434;1,736;3,042
1,413;2,086;2,587;2,397;1,782;0,746;-0,125;-0,661;-0,773;-0,388;0,434;1,736
0,454;1,413;2,086;2,587;2,397;1,782;0,746;-0,125;-0,661;-0,773;-0,388;0,434
-0,122;0,454;1,413;2,086;2,587;2,397;1,782;0,746;-0,125;-0,661;-0,773;-0,388
-0,396;-0,122;0,454;1,413;2,086;2,587;2,397;1,782;0,746;-0,125;-0,661;-0,773
-0,21;-0,396;-0,122;0,454;1,413;2,086;2,587;2,397;1,782;0,746;-0,125;-0,661
0,303;-0,21;-0,396;-0,122;0,454;1,413;2,086;2,587;2,397;1,782;0,746;-0,125
0,445;0,303;-0,21;-0,396;-0,122;0,454;1,413;2,086;2,587;2,397;1,782;0,746
1,086;0,445;0,303;-0,21;-0,396;-0,122;0,454;1,413;2,086;2,587;2,397;1,782
1,778;1,086;0,445;0,303;-0,21;-0,396;-0,122;0,454;1,413;2,086;2,587;2,397
2,569;1,778;1,086;0,445;0,303;-0,21;-0,396;-0,122;0,454;1,413;2,086;2,587
2,623;2,569;1,778;1,086;0,445;0,303;-0,21;-0,396;-0,122;0,454;1,413;2,086
2,109;2,623;2,569;1,778;1,086;0,445;0,303;-0,21;-0,396;-0,122;0,454;1,413
1,503;2,109;2,623;2,569;1,778;1,086;0,445;0,303;-0,21;-0,396;-0,122;0,454
0,982;1,503;2,109;2,623;2,569;1,778;1,086;0,445;0,303;-0,21;-0,396;-0,122
0,484;0,982;1,503;2,109;2,623;2,569;1,778;1,086;0,445;0,303;-0,21;-0,396
0,225;0,484;0,982;1,503;2,109;2,623;2,569;1,778;1,086;0,445;0,303;-0,21
0,082;0,225;0,484;0,982;1,503;2,109;2,623;2,569;1,778;1,086;0,445;0,303
-0,035;0,082;0,225;0,484;0,982;1,503;2,109;2,623;2,569;1,778;1,086;0,445
0,172;-0,035;0,082;0,225;0,484;0,982;1,503;2,109;2,623;2,569;1,778;1,086
0,623;0,172;-0,035;0,082;0,225;0,484;0,982;1,503;2,109;2,623;2,569;1,778
1,456;0,623;0,172;-0,035;0,082;0,225;0,484;0,982;1,503;2,109;2,623;2,569
2,136;1,456;0,623;0,172;-0,035;0,082;0,225;0,484;0,982;1,503;2,109;2,623
2,295;2,136;1,456;0,623;0,172;-0,035;0,082;0,225;0,484;0,982;1,503;2,109
2,122;2,295;2,136;1,456;0,623;0,172;-0,035;0,082;0,225;0,484;0,982;1,503
1,439;2,122;2,295;2,136;1,456;0,623;0,172;-0,035;0,082;0,225;0,484;0,982
0,747;1,439;2,122;2,295;2,136;1,456;0,623;0,172;-0,035;0,082;0,225;0,484
0,00600000000000002;0,747;1,439;2,122;2,295;2,136;1,456;0,623;0,172;-0,035;0,082;0,225
-0,113;0,00600000000000002;0,747;1,439;2,122;2,295;2,136;1,456;0,623;0,172;-0,035;0,082
-0,187;-0,113;0,00600000000000002;0,747;1,439;2,122;2,295;2,136;1,456;0,623;0,172;-0,035
-0,244;-0,187;-0,113;0,00600000000000002;0,747;1,439;2,122;2,295;2,136;1,456;0,623;0,172
-0,21;-0,244;-0,187;-0,113;0,00600000000000002;0,747;1,439;2,122;2,295;2,136;1,456;0,623
0,737;-0,21;-0,244;-0,187;-0,113;0,00600000000000002;0,747;1,439;2,122;2,295;2,136;1,456
1,77;0,737;-0,21;-0,244;-0,187;-0,113;0,00600000000000002;0,747;1,439;2,122;2,295;2,136
2,737;1,77;0,737;-0,21;-0,244;-0,187;-0,113;0,00600000000000002;0,747;1,439;2,122;2,295
2,677;2,737;1,77;0,737;-0,21;-0,244;-0,187;-0,113;0,00600000000000002;0,747;1,439;2,122
2,504;2,677;2,737;1,77;0,737;-0,21;-0,244;-0,187;-0,113;0,00600000000000002;0,747;1,439
1,64;2,504;2,677;2,737;1,77;0,737;-0,21;-0,244;-0,187;-0,113;0,00600000000000002;0,747
0,665;1,64;2,504;2,677;2,737;1,77;0,737;-0,21;-0,244;-0,187;-0,113;0,00600000000000002
0,016;0,665;1,64;2,504;2,677;2,737;1,77;0,737;-0,21;-0,244;-0,187;-0,113
-0,188;0,016;0,665;1,64;2,504;2,677;2,737;1,77;0,737;-0,21;-0,244;-0,187
0,083;-0,188;0,016;0,665;1,64;2,504;2,677;2,737;1,77;0,737;-0,21;-0,244
-0,093;0,083;-0,188;0,016;0,665;1,64;2,504;2,677;2,737;1,77;0,737;-0,21
0,09;-0,093;0,083;-0,188;0,016;0,665;1,64;2,504;2,677;2,737;1,77;0,737
0,679;0,09;-0,093;0,083;-0,188;0,016;0,665;1,64;2,504;2,677;2,737;1,77
1,656;0,679;0,09;-0,093;0,083;-0,188;0,016;0,665;1,64;2,504;2,677;2,737
2,192;1,656;0,679;0,09;-0,093;0,083;-0,188;0,016;0,665;1,64;2,504;2,677
2,163;2,192;1,656;0,679;0,09;-0,093;0,083;-0,188;0,016;0,665;1,64;2,504
1,75;2,163;2,192;1,656;0,679;0,09;-0,093;0,083;-0,188;0,016;0,665;1,64
1,144;1,75;2,163;2,192;1,656;0,679;0,09;-0,093;0,083;-0,188;0,016;0,665
0,302;1,144;1,75;2,163;2,192;1,656;0,679;0,09;-0,093;0,083;-0,188;0,016
-0,271;0,302;1,144;1,75;2,163;2,192;1,656;0,679;0,09;-0,093;0,083;-0,188
-0,592;-0,271;0,302;1,144;1,75;2,163;2,192;1,656;0,679;0,09;-0,093;0,083
-0,571;-0,592;-0,271;0,302;1,144;1,75;2,163;2,192;1,656;0,679;0,09;-0,093
-0,544;-0,571;-0,592;-0,271;0,302;1,144;1,75;2,163;2,192;1,656;0,679;0,09
-0,329;-0,544;-0,571;-0,592;-0,271;0,302;1,144;1,75;2,163;2,192;1,656;0,679
0,219;-0,329;-0,544;-0,571;-0,592;-0,271;0,302;1,144;1,75;2,163;2,192;1,656
0,931;0,219;-0,329;-0,544;-0,571;-0,592;-0,271;0,302;1,144;1,75;2,163;2,192
1,646;0,931;0,219;-0,329;-0,544;-0,571;-0,592;-0,271;0,302;1,144;1,75;2,163
1,772;1,646;0,931;0,219;-0,329;-0,544;-0,571;-0,592;-0,271;0,302;1,144;1,75
1,462;1,772;1,646;0,931;0,219;-0,329;-0,544;-0,571;-0,592;-0,271;0,302;1,144
0,847;1,462;1,772;1,646;0,931;0,219;-0,329;-0,544;-0,571;-0,592;-0,271;0,302
0,35;0,847;1,462;1,772;1,646;0,931;0,219;-0,329;-0,544;-0,571;-0,592;-0,271
-0,064;0,35;0,847;1,462;1,772;1,646;0,931;0,219;-0,329;-0,544;-0,571;-0,592
-0,197;-0,064;0,35;0,847;1,462;1,772;1,646;0,931;0,219;-0,329;-0,544;-0,571
-0,346;-0,197;-0,064;0,35;0,847;1,462;1,772;1,646;0,931;0,219;-0,329;-0,544
-0,275;-0,346;-0,197;-0,064;0,35;0,847;1,462;1,772;1,646;0,931;0,219;-0,329
0,06;-0,275;-0,346;-0,197;-0,064;0,35;0,847;1,462;1,772;1,646;0,931;0,219
1,365;0,06;-0,275;-0,346;-0,197;-0,064;0,35;0,847;1,462;1,772;1,646;0,931
2,974;1,365;0,06;-0,275;-0,346;-0,197;-0,064;0,35;0,847;1,462;1,772;1,646
3,075;2,974;1,365;0,06;-0,275;-0,346;-0,197;-0,064;0,35;0,847;1,462;1,772
2,031;3,075;2,974;1,365;0,06;-0,275;-0,346;-0,197;-0,064;0,35;0,847;1,462
1,069;2,031;3,075;2,974;1,365;0,06;-0,275;-0,346;-0,197;-0,064;0,35;0,847
1,452;1,069;2,031;3,075;2,974;1,365;0,06;-0,275;-0,346;-0,197;-0,064;0,35
2,395;1,452;1,069;2,031;3,075;2,974;1,365;0,06;-0,275;-0,346;-0,197;-0,064
3,155;2,395;1,452;1,069;2,031;3,075;2,974;1,365;0,06;-0,275;-0,346;-0,197
3,419;3,155;2,395;1,452;1,069;2,031;3,075;2,974;1,365;0,06;-0,275;-0,346
2,851;3,419;3,155;2,395;1,452;1,069;2,031;3,075;2,974;1,365;0,06;-0,275
2,096;2,851;3,419;3,155;2,395;1,452;1,069;2,031;3,075;2,974;1,365;0,06
1,914;2,096;2,851;3,419;3,155;2,395;1,452;1,069;2,031;3,075;2,974;1,365
2,914;1,914;2,096;2,851;3,419;3,155;2,395;1,452;1,069;2,031;3,075;2,974
4,113;2,914;1,914;2,096;2,851;3,419;3,155;2,395;1,452;1,069;2,031;3,075
4,937;4,113;2,914;1,914;2,096;2,851;3,419;3,155;2,395;1,452;1,069;2,031
5,06;4,937;4,113;2,914;1,914;2,096;2,851;3,419;3,155;2,395;1,452;1,069
